,Num CEAC-L,PY CEAC-L I,PY CEAC-L C,PY CEAC-L T,,Num SEAC-L,PY SEAC-L I,PY SEAC-L C,PY SEAC-L T,,Num CEAC-R,PY CEAC-R I,PY CEAC-R C,PY CEAC-R T,,Num SEAC-R,PY SEAC-R I,PY SEAC-R C,PY SEAC-R T,,Num CEAC-D,PY CEAC-D I,PY CEAC-D C,PY CEAC-D T,,Num SEAC-D,PY SEAC-D I,PY SEAC-D C,PY SEAC-D T,,Num CEAC-U,PY CEAC-U I,PY CEAC-U C,PY CEAC-U T,,Num SEAC-U,PY SEAC-U I,PY SEAC-U C,PY SEAC-U T,,,Num Endosc,Num Init RFA,Num Touchups,Num Lifeyears
2020,0.713215153,0.349653912,1.209364825,0.161048914,,0.444467414,0.415805946,3.473047703,0.400707462,,0.713215153,0.264224889,1.219701277,0.491233928,,0.07235516,0.069739124,0.382448705,0.082691612,,0.992299344,0.18677319,0.465140317,0.469798995,,0.010336451,0.010336451,0,0.020672903,,0.196392578,0.055978908,0.20672903,0.165662989,,0,0,0,0,,,44.29169466,0,1.829551915,817.5409582
2021,0.62018709,0.365114621,1.24037418,0.479081357,,2.439402553,2.187406778,2.873533516,0.580796926,,0.568504832,0.271096853,1.03364515,0.6162885,,0.217065481,0.204499605,0.299757093,0.10895814,,0.723551605,0.107956215,0.423794511,0.686982535,,0,0,0.010336451,0,,0.175719675,0.084720727,0.196392578,0.084211366,,0,0,0,0,,,855.8271745,0,134.4979069,792.2993436
2022,0.62018709,0.400701051,1.219701277,0.320856197,,0.20672903,0.196093967,4.124244147,0.547831929,,0.630523541,0.272409069,1.012972247,0.362466788,,0.020672903,0.016610596,0.372112254,0.113700966,,0.62018709,0.088465494,0.351439351,0.430409261,,0,0,0.010336451,0,,0.175719675,0.084833167,0.20672903,0.097858638,,0,0,0,0,,,38.3585715,0,1.633159336,764.9594294
2023,0.444467414,0.277608998,1.168019019,0.302096116,,0.217065481,0.20672903,2.594449326,0.467874381,,0.558168381,0.245626347,0.764897411,0.442304668,,0.020672903,0.020672903,0.217065481,0.062018709,,0.651196444,0.134407954,0.237738384,0.387434261,,0,0,0,0.010336451,,0.155046772,0.062728105,0.237738384,0.119805319,,0,0,0,0,,,34.1826451,0,1.168019019,738.1156649
2024,0.310093545,0.202406407,0.981962892,0.327774867,,2.790841904,2.48741978,1.963925784,0.534895943,,0.310093545,0.207905255,0.558168381,0.449895476,,0.27908419,0.222408017,0.155046772,0.085742882,,0.41345806,0.071503799,0.248074836,0.342748684,,0.010336451,0.010336451,0,0,,0.144710321,0.063743475,0.186056127,0.124716544,,0,0,0,0,,,779.5855083,0,119.3756783,709.1529278
2025,0.341102899,0.210669382,0.888934829,0.209168281,,0.217065481,0.194054708,3.73145899,0.575703037,,0.568504832,0.236100248,0.547831929,0.260550059,,0.010336451,0.010336451,0.27908419,0.103364515,,0.547831929,0.148933986,0.124037418,0.36264175,,0,0,0.010336451,0,,0.186056127,0.083183497,0.20672903,0.089226334,,0,0,0,0,,,30.00671869,0,1.074990956,678.8051062
2026,0.423794511,0.232477204,0.723551605,0.294195396,,0.124037418,0.124037418,2.41872965,0.434130963,,0.640859993,0.31255555,0.547831929,0.416747916,,0.010336451,0.010336451,0.186056127,0.051682257,,0.837252571,0.21111847,0.217065481,0.280782996,,0,0,0.010336451,0,,0.175719675,0.058384787,0.196392578,0.0954053,,0,0,0,0,,,27.86707323,0,0.961289989,647.6510414
2027,0.248074836,0.156960996,0.661532896,0.226932464,,3.359346736,2.828172371,1.974262236,0.63008236,,0.351439351,0.191783825,0.651196444,0.319906948,,0.41345806,0.359300588,0.103364515,0.100940406,,0.41345806,0.064152108,0.320429996,0.467501709,,0.010336451,0,0.010336451,0.0086195,,0.124037418,0.044964798,0.144710321,0.183790626,,0,0,0,0,,,693.658587,0,99.40565404,615.0498734
2028,0.310093545,0.156255416,0.578841284,0.176637492,,0.020672903,0.020672903,4.206935759,0.723551605,,0.341102899,0.177223907,0.640859993,0.232009049,,0,0,0.41345806,0.082691612,,0.403121608,0.096890769,0.237738384,0.267111111,,0,0,0.010336451,0,,0.175719675,0.104677635,0.134373869,0.087126402,,0,0,0,0,,,24.22864231,0,0.775233862,580.0093028
2029,0.320429996,0.192907239,0.496149672,0.247225319,,0.07235516,0.059566108,2.305028684,0.558168381,,0.516822575,0.224664813,0.547831929,0.312476998,,0,0,0.237738384,0.113700966,,0.454803866,0.089736498,0.227401933,0.311158965,,0,0,0,0,,0.155046772,0.051682257,0.175719675,0.103218691,,0,0,0,0,,,22.481782,0,0.69254225,544.91705
2030,0,0,0.516822575,0.155046772,,0,0,1.79854256,0.496149672,,0,0,0.537495478,0.320429996,,0,0,0.134373869,0.103364515,,0,0,0.20672903,0.20672903,,0,0,0,0,,0,0,0.165383224,0.082691612,,0,0,0,0,,,0,0,0,509.0392268
2031,0,0,0.361775802,0.041345806,,0,0,1.31272934,0.392785157,,0,0,0.248074836,0.124037418,,0,0,0.093028063,0.041345806,,0,0,0.07235516,0.082691612,,0,0,0,0,,0,0,0.093028063,0.041345806,,0,0,0,0,,,0,0,0,472.0140576
2032,0,0,0.186056127,0.07235516,,0,0,0.051682257,0,,0,0,0.124037418,0.082691612,,0,0,0,0,,0,0,0.020672903,0.031009354,,0,0,0,0,,0,0,0.082691612,0.010336451,,0,0,0,0,,,0,0,0,434.5030751
2033,0,0,0.082691612,0.020672903,,0,0,0.031009354,0.010336451,,0,0,0.051682257,0.020672903,,0,0,0,0,,0,0,0.010336451,0,,0,0,0,0,,0,0,0.031009354,0.010336451,,0,0,0,0,,,0,0,0,397.8396816
2034,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,359.7601943
2035,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,322.6109876
2036,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,284.38679
2037,0.010336451,0.010336451,0,0,,0,0,0,0,,0.051682257,0.031009354,0,0,,0,0,0,0,,0.051682257,0.010336451,0,0,,0,0,0,0,,0.020672903,0,0,0,,0,0,0,0,,,0,0,0,247.5373404
2038,0.093028063,0.064965941,0.010336451,0,,0,0,0,0,,0.144710321,0.04334566,0.031009354,0.02347883,,0,0,0,0,,0.103364515,0.01047876,0.010336451,0.045963059,,0,0,0,0,,0.051682257,0,0,0.027770852,,0,0,0,0,,,0,0,0,212.6208073
2039,0.227401933,0.123525776,0.07235516,0.040714535,,0,0,0,0,,0.196392578,0.062471923,0.062018709,0.115003615,,0,0,0,0,,0.196392578,0.001886845,0.020672903,0.077843629,,0,0,0,0,,0.124037418,0.045353913,0,0.031047636,,0,0,0,0,,,0,0,0,179.2650783
2040,0.289420642,0.157514458,0.175719675,0.113506169,,0,0,0,0,,0.289420642,0.106580008,0.103364515,0.115470256,,0,0,0,0,,0.423794511,0.064970349,0,0.245443015,,0,0,0,0,,0.062018709,0.031009354,0.041345806,0.077432748,,0,0,0,0,,,0,0,0,148.0593312
2041,0.165383224,0.076099632,0.27908419,0.106976551,,0,0,0,0,,0.289420642,0.10855387,0.165383224,0.125358139,,0,0,0,0,,0.351439351,0.035848936,0.051682257,0.222886957,,0,0,0,0,,0.093028063,0.040338486,0.041345806,0.067230342,,0,0,0,0,,,0,0,0,119.3343325
2042,0.237738384,0.134808929,0.289420642,0.143582331,,0,0,0,0,,0.20672903,0.093028063,0.186056127,0.199196208,,0,0,0,0,,0.299757093,0.015605645,0.041345806,0.132392481,,0,0,0,0,,0.093028063,0.010336451,0.062018709,0.050415158,,0,0,0,0,,,0,0,0,94.91963409
2043,0.113700966,0.051682257,0.27908419,0.180248094,,0,0,0,0,,0.175719675,0.022354544,0.155046772,0.20803132,,0,0,0,0,,0.103364515,0.00438508,0.020672903,0.175702668,,0,0,0,0,,0.093028063,0.010336451,0.051682257,0.080358661,,0,0,0,0,,,0,0,0,72.92366531
2044,0.124037418,0.049603669,0.165383224,0.154693672,,0,0,0,0,,0.062018709,0.017453666,0.07235516,0.191518424,,0,0,0,0,,0.165383224,0.036803306,0.010336451,0.064561705,,0,0,0,0,,0.031009354,0.015089113,0.051682257,0.042253582,,0,0,0,0,,,0,0,0,54.72117422
2045,0.103364515,0.009186045,0.134373869,0.103346042,,0,0,0,0,,0.113700966,0.053480467,0.062018709,0.049521279,,0,0,0,0,,0.062018709,0.004456382,0.031009354,0.043861981,,0,0,0,0,,0.051682257,0.015990958,0.041345806,0.019357051,,0,0,0,0,,,0,0,0,40.22946922
2046,0.103364515,0.058711456,0.041345806,0.14163821,,0,0,0,0,,0.093028063,0.020672903,0.062018709,0.048304286,,0,0,0,0,,0.07235516,0,0.020672903,0.056022764,,0,0,0,0,,0.041345806,0.013532759,0.020672903,0.041064613,,0,0,0,0,,,0,0,0,29.39686806
2047,0.041345806,0.014942097,0.062018709,0.033020259,,0,0,0,0,,0.062018709,0.024408619,0.051682257,0.083255228,,0,0,0,0,,0.062018709,0.010606192,0.020672903,0.03288631,,0,0,0,0,,0.051682257,0.020672903,0.020672903,0.026120331,,0,0,0,0,,,0,0,0,20.33180009
2048,0.031009354,0.020672903,0.041345806,0.048835063,,0,0,0,0,,0.093028063,0.044146853,0.041345806,0.056270579,,0,0,0,0,,0.031009354,0,0.010336451,0.038329899,,0,0,0,0,,0.010336451,0,0.041345806,0.004841124,,0,0,0,0,,,0,0,0,13.56142436
2049,0.020672903,0,0.041345806,0.022648039,,0,0,0,0,,0.010336451,0,0.051682257,0.062018709,,0,0,0,0,,0.062018709,0,0.010336451,0.016002393,,0,0,0,0,,0.020672903,0,0.010336451,0.031009354,,0,0,0,0,,,0,0,0,8.744637966
2050,0,0,0,0.051682257,,0,0,0,0,,0,0,0,0.062018709,,0,0,0,0,,0,0,0,0.051682257,,0,0,0,0,,0,0,0,0.020672903,,0,0,0,0,,,0,0,0,5.581683808
,7.855703137,,,,,17.82004238,,,,,10.28476924,,,,,1.891570624,,,,,12.05230244,,,,,0.093028063,,,,,3.121608352,53.11902424,,,,,,,,,,,,691.5809603,
