,Num CEAC-L,PY CEAC-L I,PY CEAC-L C,PY CEAC-L T,,Num SEAC-L,PY SEAC-L I,PY SEAC-L C,PY SEAC-L T,,Num CEAC-R,PY CEAC-R I,PY CEAC-R C,PY CEAC-R T,,Num SEAC-R,PY SEAC-R I,PY SEAC-R C,PY SEAC-R T,,Num CEAC-D,PY CEAC-D I,PY CEAC-D C,PY CEAC-D T,,Num SEAC-D,PY SEAC-D I,PY SEAC-D C,PY SEAC-D T,,Num CEAC-U,PY CEAC-U I,PY CEAC-U C,PY CEAC-U T,,Num SEAC-U,PY SEAC-U I,PY SEAC-U C,PY SEAC-U T,,,Num Endosc,Num Init RFA,Num Touchups,Num Lifeyears
2039,0.134350261,0.08285515,0.020669271,0.041338542,,0,0,0,0,,0.372046878,0.162085204,0.062007813,0.054817495,,0,0,0,0,,0.289369794,0.072342448,0.031003906,0.109252409,,0,0,0,0,,0.082677084,0.024621386,0.010334635,0.016433656,,0,0,0,0,,,0,0,0,177.3836837
2040,0.330708336,0.139705375,0.103346355,0.079616598,,0,0,0,0,,0.485727868,0.226625965,0.186023439,0.171729935,,0,0,0,0,,0.475393233,0.073289314,0.093011719,0.1153662,,0,0,0,0,,0.093011719,0.031003906,0.020669271,0.067665942,,0,0,0,0,,,0,0,0,146.9895207
2041,0.454723962,0.218003065,0.165354168,0.198267505,,0,0,0,0,,0.496062504,0.187503874,0.299704429,0.34925543,,0,0,0,0,,0.682085943,0.09465578,0.093011719,0.369981963,,0,0,0,0,,0.186023439,0.090802794,0.041338542,0.044247107,,0,0,0,0,,,0,0,0,119.023997
2042,0.330708336,0.183627038,0.341042971,0.194378786,,0,0,0,0,,0.558070317,0.134331195,0.351377607,0.325472145,,0,0,0,0,,0.403050784,0.065592826,0.11368099,0.367201179,,0,0,0,0,,0.124015626,0.052675876,0.093011719,0.089316158,,0,0,0,0,,,0,0,0,94.49990699
2043,0.372046878,0.161057979,0.392716149,0.216783168,,0,0,0,0,,0.454723962,0.180752052,0.248031252,0.458612549,,0,0,0,0,,0.516731775,0.07249228,0.134350261,0.282301291,,0,0,0,0,,0.072342448,0.036019707,0.093011719,0.114576641,,0,0,0,0,,,0,0,0,72.33211385
2044,0.3203737,0.159151281,0.382381513,0.311737441,,0,0,0,0,,0.227361981,0.07614535,0.279035158,0.287162982,,0,0,0,0,,0.310039065,0.025032952,0.103346355,0.342463164,,0,0,0,0,,0.165354168,0.065472267,0.072342448,0.070851653,,0,0,0,0,,,0,0,0,54.36018272
2045,0.144684897,0.056640491,0.382381513,0.231909383,,0,0,0,0,,0.093011719,0.020669271,0.165354168,0.213860206,,0,0,0,0,,0.227361981,0.035640284,0.062007813,0.133492545,,0,0,0,0,,0.051673177,0.010334635,0.093011719,0.092989337,,0,0,0,0,,,0,0,0,39.32328807
2046,0.103346355,0.036025509,0.227361981,0.189160658,,0,0,0,0,,0.227361981,0.041365007,0.093011719,0.132253772,,0,0,0,0,,0.268700523,0.083803548,0.051673177,0.164438003,,0,0,0,0,,0.072342448,0.010334635,0.062007813,0.065158971,,0,0,0,0,,,0,0,0,27.87251194
2047,0.072342448,0.031003906,0.165354168,0.097870785,,0,0,0,0,,0.144684897,0.046960507,0.103346355,0.120887236,,0,0,0,0,,0.134350261,0.006152954,0.072342448,0.151248547,,0,0,0,0,,0.031003906,0.010334635,0.031003906,0.081214372,,0,0,0,0,,,0,0,0,18.94338687
2048,0.072342448,0.020669271,0.11368099,0.084842883,,0,0,0,0,,0.124015626,0.03051001,0.072342448,0.131270392,,0,0,0,0,,0.11368099,0.003305724,0.041338542,0.112563409,,0,0,0,0,,0,0,0.020669271,0.010334635,,0,0,0,0,,,0,0,0,12.64959385
2049,0.051673177,0,0.062007813,0.063385255,,0,0,0,0,,0.041338542,0,0.062007813,0.093011719,,0,0,0,0,,0.072342448,0,0.031003906,0.04837767,,0,0,0,0,,0.020669271,0,0,0.010334635,,0,0,0,0,,,0,0,0,8.340050846
2050,0,0,0,0.082677084,,0,0,0,0,,0,0,0,0.103346355,,0,0,0,0,,0,0,0,0.082677084,,0,0,0,0,,0,0,0,0.020669271,,0,0,0,0,,,0,0,0,5.518695356
,7.079225316,,,,,49.96796263,,,,,9.724892003,,,,,4.950290403,,,,,11.24408342,,,,,0.62007813,,,,,2.666335958,86.25286786,,,,,,,,,,,,,
